Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
4725,Exit short,2026-05-19 22:42,S TP1,4472.233,64.6,289620.6632,713.33,0.25,714.23,0.25,-166.72,-0.06,214253.3,2142.53
4725,Entry short,2026-05-19 22:39,S,4483.292,64.6,289620.6632,713.33,0.25,714.23,0.25,-166.72,-0.06,214253.3,2142.53
4726,Exit short,2026-05-19 22:48,S TP2,4482.833,258.44,1158661.984,117,0.01,3329.8,0.29,-666.98,-0.06,214371.03,2143.71
4726,Entry short,2026-05-19 22:39,S,4483.292,258.44,1158661.984,117,0.01,3329.8,0.29,-666.98,-0.06,214371.03,2143.71
4727,Exit short,2026-05-20 04:51,S TP1,4484.115,200.31,898932.5892,718.43,0.08,719.33,0.08,-474.51,-0.05,215088.73,2150.89
4727,Entry short,2026-05-20 04:27,S,4487.707,200.31,898932.5892,718.43,0.08,719.33,0.08,-474.51,-0.05,215088.73,2150.89
4728,Exit short,2026-05-20 05:21,S TP2,4487.576,801.27,3595864.988,103.35,0.00,5317.31,0.15,-1898.13,-0.05,215192.81,2151.93
4728,Entry short,2026-05-20 04:27,S,4487.707,801.27,3595864.988,103.35,0.00,5317.31,0.15,-1898.13,-0.05,215192.81,2151.93
4729,Exit short,2026-05-20 07:15,S TP1,4481.322,248.25,1113208.111,718.85,0.06,719.75,0.06,-403.09,-0.04,215910.94,2159.11
4729,Entry short,2026-05-20 05:36,S,4484.222,248.25,1113208.111,718.85,0.06,719.75,0.06,-403.09,-0.04,215910.94,2159.11
4730,Exit short,2026-05-20 07:30,S TP2,4477.693,993.02,4452922.13,6481.81,0.15,6482.71,0.15,-1612.39,-0.04,222393.45,2223.93
4730,Entry short,2026-05-20 05:36,S,4484.222,993.02,4452922.13,6481.81,0.15,6482.71,0.15,-1612.39,-0.04,222393.45,2223.93
4731,Exit short,2026-05-20 07:33,S TP1,4482.592,279.65,1252636.804,-921.13,-0.07,0,0.00,-920.23,-0.07,221471.61,2214.72
4731,Entry short,2026-05-20 07:33,S,4479.302,279.65,1252636.804,-921.13,-0.07,0,0.00,-920.23,-0.07,221471.61,2214.72
4732,Exit short,2026-05-20 07:33,S TP2,4482.592,1118.63,5010681.596,-3681.91,-0.07,0,0.00,-3681.01,-0.07,217790.42,2177.90
4732,Entry short,2026-05-20 07:33,S,4479.302,1118.63,5010681.596,-3681.91,-0.07,0,0.00,-3681.01,-0.07,217790.42,2177.90
4733,Exit short,2026-05-20 09:09,S TP1,4487.337,147.35,660300.6942,-909.49,-0.14,11.9,0.00,-908.59,-0.14,216880.2,2168.80
4733,Entry short,2026-05-20 09:09,S,4481.172,147.35,660300.6942,-909.49,-0.14,11.9,0.00,-908.59,-0.14,216880.2,2168.80
4734,Exit short,2026-05-20 09:09,S TP2,4487.337,589.41,2641247.589,-3635.33,-0.14,47.61,0.00,-3634.43,-0.14,213245.6,2132.46
4734,Entry short,2026-05-20 09:09,S,4481.172,589.41,2641247.589,-3635.33,-0.14,47.61,0.00,-3634.43,-0.14,213245.6,2132.46
4735,Exit long,2026-05-20 17:36,L TP1,4480.185,145.28,651767.9206,-887.72,-0.14,13.19,0.00,-886.82,-0.14,212357.14,2123.57
4735,Entry long,2026-05-20 17:33,L,4486.288,145.28,651767.9206,-887.72,-0.14,13.19,0.00,-886.82,-0.14,212357.14,2123.57
4736,Exit long,2026-05-20 17:36,L TP2,4480.185,581.13,2607116.545,-3548.26,-0.14,52.74,0.00,-3547.36,-0.14,208809.61,2088.10
4736,Entry long,2026-05-20 17:33,L,4486.288,581.13,2607116.545,-3548.26,-0.14,52.74,0.00,-3547.36,-0.14,208809.61,2088.10
4737,Exit long,2026-05-20 18:12,L TP1,4480.563,138.51,621484.3973,-882.7,-0.14,22.26,0.00,-881.8,-0.14,207926.19,2079.26
4737,Entry long,2026-05-20 17:57,L,4486.928,138.51,621484.3973,-882.7,-0.14,22.26,0.00,-881.8,-0.14,207926.19,2079.26
4738,Exit long,2026-05-20 18:12,L TP2,4480.563,554.08,2486117.066,-3528.34,-0.14,89.04,0.00,-3527.44,-0.14,204398.58,2043.99
4738,Entry long,2026-05-20 17:57,L,4486.928,554.08,2486117.066,-3528.34,-0.14,89.04,0.00,-3527.44,-0.14,204398.58,2043.99
4739,Exit long,2026-05-20 19:48,L TP1,4490.834,169.05,760039.1642,-864.76,-0.11,174.28,0.02,-863.86,-0.11,203533.1,2035.33
4739,Entry long,2026-05-20 19:39,L,4495.943,169.05,760039.1642,-864.76,-0.11,174.28,0.02,-863.86,-0.11,203533.1,2035.33
4740,Exit long,2026-05-20 19:48,L TP2,4490.834,676.24,3040336.494,-3456.53,-0.11,697.16,0.02,-3455.63,-0.11,200077.28,2000.77
4740,Entry long,2026-05-20 19:39,L,4495.943,676.24,3040336.494,-3456.53,-0.11,697.16,0.02,-3455.63,-0.11,200077.28,2000.77
4741,Exit long,2026-05-20 20:24,L TP1,4497.205,171.07,768666.7782,669,0.09,669.9,0.09,-347.97,-0.05,200745.56,2007.46
4741,Entry long,2026-05-20 19:57,L,4493.288,171.07,768666.7782,669,0.09,669.9,0.09,-347.97,-0.05,200745.56,2007.46
4742,Exit long,2026-05-20 20:48,L TP2,4493.426,684.31,3074801.911,92.81,0.00,5475.13,0.18,-1391.92,-0.05,200839.11,2008.39
4742,Entry long,2026-05-20 19:57,L,4493.288,684.31,3074801.911,92.81,0.00,5475.13,0.18,-1391.92,-0.05,200839.11,2008.39
4743,Exit long,2026-05-20 23:54,L TP1,4532.965,65.6,296689.3168,672.11,0.23,673.01,0.23,-485.49,-0.16,201510.48,2015.10
4743,Entry long,2026-05-20 23:36,L,4522.703,65.6,296689.3168,672.11,0.23,673.01,0.23,-485.49,-0.16,201510.48,2015.10
4744,Exit long,2026-05-21 00:15,L TP2,4545.82,262.41,1186802.494,6064.51,0.51,6065.41,0.51,-1942.03,-0.16,207575.72,2075.76
4744,Entry long,2026-05-20 23:36,L,4522.703,262.41,1186802.494,6064.51,0.51,6065.41,0.51,-1942.03,-0.16,207575.72,2075.76
4745,Exit long,2026-05-21 03:36,L TP1,4542.321,77.06,349335.9439,694.23,0.20,695.13,0.20,-707.82,-0.20,208269.23,2082.69
4745,Entry long,2026-05-21 00:33,L,4533.298,77.06,349335.9439,694.23,0.20,695.13,0.20,-707.82,-0.20,208269.23,2082.69
4746,Exit long,2026-05-21 10:09,L TP2,4553.614,308.24,1397343.776,6260.58,0.45,6261.48,0.45,-2831.29,-0.20,214530.55,2145.31
4746,Entry long,2026-05-21 00:33,L,4533.298,308.24,1397343.776,6260.58,0.45,6261.48,0.45,-2831.29,-0.20,214530.55,2145.31
4747,Exit short,2026-05-21 14:30,S TP1,4519.514,193.61,875742.9475,718.76,0.08,719.66,0.08,-202.12,-0.02,215248.58,2152.49
4747,Entry short,2026-05-21 14:30,S,4523.232,193.61,875742.9475,718.76,0.08,719.66,0.08,-202.12,-0.02,215248.58,2152.49
4748,Exit short,2026-05-21 14:33,S TP2,4526.408,774.48,3503152.719,-2461.37,-0.07,3555.69,0.10,-2857,-0.08,212787.94,2127.88
4748,Entry short,2026-05-21 14:30,S,4523.232,774.48,3503152.719,-2461.37,-0.07,3555.69,0.10,-2857,-0.08,212787.94,2127.88
4749,Exit short,2026-05-21 14:48,S TP1,4521.614,163.1,738183.5867,707.26,0.10,708.16,0.10,-177.63,-0.02,213494.48,2134.94
4749,Entry short,2026-05-21 14:39,S,4525.957,163.1,738183.5867,707.26,0.10,708.16,0.10,-177.63,-0.02,213494.48,2134.94
4750,Exit short,2026-05-21 14:51,S TP2,4525.802,652.42,2952824.866,99.51,0.00,4903.52,0.17,-710.55,-0.02,213594.7,2135.95
4750,Entry short,2026-05-21 14:39,S,4525.957,652.42,2952824.866,99.51,0.00,4903.52,0.17,-710.55,-0.02,213594.7,2135.95
4751,Exit short,2026-05-21 16:15,S TP1,4517.394,146.75,663641.9485,713.3,0.11,714.2,0.11,-310.26,-0.05,214307.28,2143.07
4751,Entry short,2026-05-21 15:54,S,4522.262,146.75,663641.9485,713.3,0.11,714.2,0.11,-310.26,-0.05,214307.28,2143.07
4752,Exit short,2026-05-21 16:21,S TP2,4522.091,587.01,2654613.017,98.76,0.00,2891.48,0.11,-1241.07,-0.05,214406.77,2144.07
4752,Entry short,2026-05-21 15:54,S,4522.262,587.01,2654613.017,98.76,0.00,2891.48,0.11,-1241.07,-0.05,214406.77,2144.07
4753,Exit short,2026-05-21 16:51,S TP1,4522.316,147.94,668133.5812,-898.93,-0.13,267.15,0.04,-898.03,-0.13,213507.11,2135.07
4753,Entry short,2026-05-21 16:33,S,4516.247,147.94,668133.5812,-898.93,-0.13,267.15,0.04,-898.03,-0.13,213507.11,2135.07
4754,Exit short,2026-05-21 16:51,S TP2,4522.316,591.78,2672624.65,-3593.13,-0.13,1068.63,0.04,-3592.23,-0.13,209914.7,2099.15
4754,Entry short,2026-05-21 16:33,S,4516.247,591.78,2672624.65,-3593.13,-0.13,1068.63,0.04,-3592.23,-0.13,209914.7,2099.15
4755,Exit short,2026-05-21 20:33,S TP1,4510.656,105.36,475942.9387,699.14,0.15,700.04,0.15,-421.41,-0.09,210613.12,2106.13
4755,Entry short,2026-05-21 20:03,S,4517.302,105.36,475942.9387,699.14,0.15,700.04,0.15,-421.41,-0.09,210613.12,2106.13
4756,Exit short,2026-05-21 20:51,S TP2,4517.148,421.48,1903952.447,63.29,0.00,3822.95,0.20,-1685.8,-0.09,210677.12,2106.77
4756,Entry short,2026-05-21 20:03,S,4517.302,421.48,1903952.447,63.29,0.00,3822.95,0.20,-1685.8,-0.09,210677.12,2106.77
4757,Exit short,2026-05-21 22:42,S TP1,4501.152,105.6,474431.9712,-890.76,-0.19,432.46,0.09,-889.86,-0.19,209785.66,2097.86
4757,Entry short,2026-05-21 22:36,S,4492.727,105.6,474431.9712,-890.76,-0.19,432.46,0.09,-889.86,-0.19,209785.66,2097.86
4758,Exit short,2026-05-21 22:42,S TP2,4501.152,422.41,1897772.812,-3560.42,-0.19,1729.89,0.09,-3559.52,-0.19,206225.94,2062.26
4758,Entry short,2026-05-21 22:36,S,4492.727,422.41,1897772.812,-3560.42,-0.19,1729.89,0.09,-3559.52,-0.19,206225.94,2062.26
4759,Exit long,2026-05-22 02:00,L TP1,4520.29,187.8,848208.6534,700.73,0.08,701.63,0.08,-15.77,0.00,206925.95,2069.26
4759,Entry long,2026-05-22 01:51,L,4516.553,187.8,848208.6534,700.73,0.08,701.63,0.08,-15.77,0.00,206925.95,2069.26
4760,Exit long,2026-05-22 02:03,L TP2,4516.747,751.24,3393015.276,144.12,0.00,4181.43,0.12,-63.07,0.00,207070.8,2070.71
4760,Entry long,2026-05-22 01:51,L,4516.553,751.24,3393015.276,144.12,0.00,4181.43,0.12,-63.07,0.00,207070.8,2070.71
4761,Exit long,2026-05-22 02:15,L TP1,4531.6,136.35,617190.7293,691.85,0.11,692.75,0.11,-40.81,-0.01,207761.92,2077.62
4761,Entry long,2026-05-22 02:15,L,4526.518,136.35,617190.7293,691.85,0.11,692.75,0.11,-40.81,-0.01,207761.92,2077.62
4762,Exit long,2026-05-22 02:15,L TP2,4537.967,545.43,2468898.713,6243.01,0.25,6243.91,0.25,-163.26,-0.01,214005.66,2140.06
4762,Entry long,2026-05-22 02:15,L,4526.518,545.43,2468898.713,6243.01,0.25,6243.91,0.25,-163.26,-0.01,214005.66,2140.06
4763,Exit long,2026-05-22 02:18,L TP1,4540.89,120.28,545459.3356,717.83,0.13,718.73,0.13,-371,-0.07,214722.77,2147.23
4763,Entry long,2026-05-22 02:18,L,4534.913,120.28,545459.3356,717.83,0.13,718.73,0.13,-371,-0.07,214722.77,2147.23
4764,Exit long,2026-05-22 02:21,L TP2,4535.2,481.12,2181837.343,136.46,0.01,5525.91,0.25,-1484.01,-0.07,214859.95,2148.60
4764,Entry long,2026-05-22 02:18,L,4534.913,481.12,2181837.343,136.46,0.01,5525.91,0.25,-1484.01,-0.07,214859.95,2148.60
4765,Exit long,2026-05-22 02:30,L TP1,4543.503,99.62,451907.9992,714.69,0.16,715.59,0.16,-212.67,-0.05,215573.92,2155.74
4765,Entry long,2026-05-22 02:24,L,4536.318,99.62,451907.9992,714.69,0.16,715.59,0.16,-212.67,-0.05,215573.92,2155.74
4766,Exit long,2026-05-22 02:48,L TP2,4552.531,398.52,1807813.449,6459.59,0.36,6460.49,0.36,-850.76,-0.05,222034.22,2220.34
4766,Entry long,2026-05-22 02:24,L,4536.318,398.52,1807813.449,6459.59,0.36,6460.49,0.36,-850.76,-0.05,222034.22,2220.34
4767,Exit long,2026-05-22 03:03,L TP1,4544.849,109.87,500274.6967,-933.22,-0.19,662.56,0.13,-932.32,-0.19,221100.28,2211.00
4767,Entry long,2026-05-22 02:51,L,4553.333,109.87,500274.6967,-933.22,-0.19,662.56,0.13,-932.32,-0.19,221100.28,2211.00
4768,Exit long,2026-05-22 03:03,L TP2,4544.849,439.51,2001235.387,-3730.42,-0.19,2650.4,0.13,-3729.52,-0.19,217370.58,2173.71
4768,Entry long,2026-05-22 02:51,L,4553.333,439.51,2001235.387,-3730.42,-0.19,2650.4,0.13,-3729.52,-0.19,217370.58,2173.71
4769,Exit short,2026-05-22 15:00,S TP1,4517.95,145.7,657354.2529,-912.14,-0.14,243.43,0.04,-911.24,-0.14,216457.72,2164.58
4769,Entry short,2026-05-22 15:00,S,4511.697,145.7,657354.2529,-912.14,-0.14,243.43,0.04,-911.24,-0.14,216457.72,2164.58
4770,Exit short,2026-05-22 15:00,S TP2,4517.95,582.83,2629552.363,-3646.06,-0.14,973.77,0.04,-3645.16,-0.14,212812.39,2128.12
4770,Entry short,2026-05-22 15:00,S,4511.697,582.83,2629552.363,-3646.06,-0.14,973.77,0.04,-3645.16,-0.14,212812.39,2128.12
4771,Exit short,2026-05-22 16:36,S TP1,4519.858,131.75,596201.2923,708.92,0.12,709.82,0.12,-492,-0.08,213520.58,2135.21
4771,Entry short,2026-05-22 15:24,S,4525.247,131.75,596201.2923,708.92,0.12,709.82,0.12,-492,-0.08,213520.58,2135.21
4772,Exit short,2026-05-22 17:03,S TP2,4525.139,527.01,2384850.421,55.3,0.00,4767.14,0.20,-1968.05,-0.08,213576.61,2135.77
4772,Entry short,2026-05-22 15:24,S,4525.247,527.01,2384850.421,55.3,0.00,4767.14,0.20,-1968.05,-0.08,213576.61,2135.77
4773,Exit short,2026-05-22 18:30,S TP1,4515.777,195.59,883953.749,711.85,0.08,712.75,0.08,-244.28,-0.03,214287.73,2142.88
4773,Entry short,2026-05-22 18:27,S,4519.422,195.59,883953.749,711.85,0.08,712.75,0.08,-244.28,-0.03,214287.73,2142.88
4774,Exit short,2026-05-22 18:33,S TP2,4519.286,782.37,3535860.19,104.78,0.00,3552.8,0.10,-977.12,-0.03,214393.23,2143.93
4774,Entry short,2026-05-22 18:27,S,4519.422,782.37,3535860.19,104.78,0.00,3552.8,0.10,-977.12,-0.03,214393.23,2143.93
4775,Exit short,2026-05-22 18:39,S TP1,4524.491,186.13,841249.3413,-895.25,-0.11,54.17,0.01,-894.35,-0.11,213497.27,2134.97
4775,Entry short,2026-05-22 18:36,S,4519.687,186.13,841249.3413,-895.25,-0.11,54.17,0.01,-894.35,-0.11,213497.27,2134.97
4776,Exit short,2026-05-22 18:39,S TP2,4524.491,744.55,3365132.956,-3578.44,-0.11,216.69,0.01,-3577.54,-0.11,209919.55,2099.20
4776,Entry short,2026-05-22 18:36,S,4519.687,744.55,3365132.956,-3578.44,-0.11,216.69,0.01,-3577.54,-0.11,209919.55,2099.20
4777,Exit short,2026-05-22 20:39,S TP1,4519.748,177.56,801642.0285,-885.51,-0.11,549.72,0.07,-884.61,-0.11,209033.31,2090.33
4777,Entry short,2026-05-22 20:03,S,4514.767,177.56,801642.0285,-885.51,-0.11,549.72,0.07,-884.61,-0.11,209033.31,2090.33
4778,Exit short,2026-05-22 20:39,S TP2,4519.748,710.26,3206658.409,-3539.42,-0.11,2198.96,0.07,-3538.53,-0.11,205494.61,2054.95
4778,Entry short,2026-05-22 20:03,S,4514.767,710.26,3206658.409,-3539.42,-0.11,2198.96,0.07,-3538.53,-0.11,205494.61,2054.95
4779,Exit short,2026-05-22 23:00,S TP1,4510.135,119.62,540199.3744,695.95,0.13,696.85,0.13,-135.11,-0.03,206189.84,2061.90
4779,Entry short,2026-05-22 22:54,S,4515.962,119.62,540199.3744,695.95,0.13,696.85,0.13,-135.11,-0.03,206189.84,2061.90
4780,Exit short,2026-05-22 23:12,S TP2,4502.929,478.51,2160932.977,6234.8,0.29,6235.7,0.29,-540.48,-0.03,212425.36,2124.25
4780,Entry short,2026-05-22 22:54,S,4515.962,478.51,2160932.977,6234.8,0.29,6235.7,0.29,-540.48,-0.03,212425.36,2124.25
4781,Exit short,2026-05-22 23:45,S TP1,4506.458,101.97,458619.4562,-905.15,-0.20,577.17,0.13,-904.25,-0.20,211519.5,2115.19
4781,Entry short,2026-05-22 23:15,S,4497.592,101.97,458619.4562,-905.15,-0.20,577.17,0.13,-904.25,-0.20,211519.5,2115.19
4782,Exit short,2026-05-22 23:45,S TP2,4506.458,407.91,1834612.753,-3618.15,-0.20,2308.87,0.13,-3617.25,-0.20,207902.06,2079.02
4782,Entry short,2026-05-22 23:15,S,4497.592,407.91,1834612.753,-3618.15,-0.20,2308.87,0.13,-3617.25,-0.20,207902.06,2079.02
4783,Exit short,2026-05-23 00:15,S TP1,4513.614,107.65,485016.7521,-874.88,-0.18,565.2,0.12,-873.98,-0.18,207026.47,2070.26
4783,Entry short,2026-05-22 23:48,S,4505.497,107.65,485016.7521,-874.88,-0.18,565.2,0.12,-873.98,-0.18,207026.47,2070.26
4784,Exit short,2026-05-23 00:15,S TP2,4513.614,430.64,1940247.228,-3497.12,-0.18,2261,0.12,-3496.22,-0.18,203530.06,2035.30
4784,Entry short,2026-05-22 23:48,S,4505.497,430.64,1940247.228,-3497.12,-0.18,2261,0.12,-3496.22,-0.18,203530.06,2035.30
4785,Exit long,2026-05-25 07:30,L TP1,4560.691,109.4,498259.3462,679.17,0.14,680.07,0.14,-608.77,-0.12,204208.52,2042.09
4785,Entry long,2026-05-25 07:12,L,4554.473,109.4,498259.3462,679.17,0.14,680.07,0.14,-608.77,-0.12,204208.52,2042.09
4786,Exit long,2026-05-25 08:00,L TP2,4568.498,437.64,1993219.564,6136.28,0.31,6137.18,0.31,-2435.31,-0.12,210345.52,2103.46
4786,Entry long,2026-05-25 07:12,L,4554.473,437.64,1993219.564,6136.28,0.31,6137.18,0.31,-2435.31,-0.12,210345.52,2103.46
4787,Exit long,2026-05-25 08:06,L TP1,4572.771,149.99,685169.019,699.82,0.10,700.72,0.10,-53.13,-0.01,211044.61,2110.45
4787,Entry long,2026-05-25 08:03,L,4568.098,149.99,685169.019,699.82,0.10,700.72,0.10,-53.13,-0.01,211044.61,2110.45
4788,Exit long,2026-05-25 08:30,L TP2,4578.648,599.97,2740721.757,6328.06,0.23,6328.96,0.23,-212.51,-0.01,217373.4,2173.73
4788,Entry long,2026-05-25 08:03,L,4568.098,599.97,2740721.757,6328.06,0.23,6328.96,0.23,-212.51,-0.01,217373.4,2173.73
4789,Exit long,2026-05-25 08:54,L TP1,4573.075,167.44,766647.1467,-932.55,-0.12,263.04,0.03,-931.65,-0.12,216440.12,2164.40
4789,Entry long,2026-05-25 08:33,L,4578.638,167.44,766647.1467,-932.55,-0.12,263.04,0.03,-931.65,-0.12,216440.12,2164.40
4790,Exit long,2026-05-25 08:54,L TP2,4573.075,669.79,3066725.946,-3727.66,-0.12,1052.19,0.03,-3726.76,-0.12,212713.19,2127.13
4790,Entry long,2026-05-25 08:33,L,4578.638,669.79,3066725.946,-3727.66,-0.12,1052.19,0.03,-3726.76,-0.12,212713.19,2127.13
4791,Exit long,2026-05-25 10:00,L TP1,4575.871,163.8,748819.5624,707.03,0.09,707.93,0.09,-837.69,-0.11,213419.5,2134.20
4791,Entry long,2026-05-25 09:57,L,4571.548,163.8,748819.5624,707.03,0.09,707.93,0.09,-837.69,-0.11,213419.5,2134.20
4792,Exit long,2026-05-25 10:03,L TP2,4569.872,655.22,2995369.681,-1099.77,-0.04,3299.62,0.11,-3350.86,-0.11,212320.45,2123.20
4792,Entry long,2026-05-25 09:57,L,4571.548,655.22,2995369.681,-1099.77,-0.04,3299.62,0.11,-3350.86,-0.11,212320.45,2123.20
4793,Exit short,2026-05-25 14:33,S TP1,4559.304,271.05,1234898.921,-901.51,-0.07,24.76,0.00,-900.61,-0.07,211418.22,2114.18
4793,Entry short,2026-05-25 14:33,S,4555.982,271.05,1234898.921,-901.51,-0.07,24.76,0.00,-900.61,-0.07,211418.22,2114.18
4794,Exit short,2026-05-25 14:33,S TP2,4559.304,1084.2,4939595.684,-3603.33,-0.07,99.03,0.00,-3602.43,-0.07,207815.61,2078.16
4794,Entry short,2026-05-25 14:33,S,4555.982,1084.2,4939595.684,-3603.33,-0.07,99.03,0.00,-3602.43,-0.07,207815.61,2078.16
4795,Exit short,2026-05-25 15:03,S TP1,4550.987,220.4,1003729.591,690.98,0.07,691.88,0.07,-398.66,-0.04,208505.86,2085.06
4795,Entry short,2026-05-25 14:54,S,4554.127,220.4,1003729.591,690.98,0.07,691.88,0.07,-398.66,-0.04,208505.86,2085.06
4796,Exit short,2026-05-25 15:12,S TP2,4554.027,881.6,4014918.363,86.54,0.00,3152.76,0.08,-1594.65,-0.04,208593.12,2085.93
4796,Entry short,2026-05-25 14:54,S,4554.127,881.6,4014918.363,86.54,0.00,3152.76,0.08,-1594.65,-0.04,208593.12,2085.93
4797,Exit long,2026-05-25 19:06,L TP1,4570.187,280.79,1282569.537,692.19,0.05,693.09,0.05,-148.44,-0.01,209284.6,2092.85
4797,Entry long,2026-05-25 18:57,L,4567.718,280.79,1282569.537,692.19,0.05,693.09,0.05,-148.44,-0.01,209284.6,2092.85
4798,Exit long,2026-05-25 19:18,L TP2,4573.301,1123.17,5130323.826,6269.04,0.12,6269.94,0.12,-593.75,-0.01,215554.36,2155.54
4798,Entry long,2026-05-25 18:57,L,4567.718,1123.17,5130323.826,6269.04,0.12,6269.94,0.12,-593.75,-0.01,215554.36,2155.54
4799,Exit long,2026-05-25 20:00,L TP1,4568.13,291.33,1331738.767,-906.53,-0.07,623.85,0.05,-905.63,-0.07,214647.1,2146.47
4799,Entry long,2026-05-25 19:21,L,4571.238,291.33,1331738.767,-906.53,-0.07,623.85,0.05,-905.63,-0.07,214647.1,2146.47
4800,Exit long,2026-05-25 20:00,L TP2,4568.13,1165.32,5326955.066,-3623.43,-0.07,2495.4,0.05,-3622.53,-0.07,211024.39,2110.24
4800,Entry long,2026-05-25 19:21,L,4571.238,1165.32,5326955.066,-3623.43,-0.07,2495.4,0.05,-3622.53,-0.07,211024.39,2110.24
4801,Exit long,2026-05-25 20:15,L TP1,4574.408,336.46,1538403.797,700.44,0.05,701.34,0.05,-130.73,-0.01,211724.11,2117.24
4801,Entry long,2026-05-25 20:15,L,4572.323,336.46,1538403.797,700.44,0.05,701.34,0.05,-130.73,-0.01,211724.11,2117.24
4802,Exit long,2026-05-25 20:21,L TP2,4572.39,1345.88,6153798.079,88.55,0.00,4026.15,0.07,-522.92,-0.01,211813.38,2118.13
4802,Entry long,2026-05-25 20:15,L,4572.323,1345.88,6153798.079,88.55,0.00,4026.15,0.07,-522.92,-0.01,211813.38,2118.13
4803,Exit long,2026-05-25 20:30,L TP1,4574.259,312.14,1427106.577,701.55,0.05,702.45,0.05,-798.63,-0.06,212514.2,2125.14
4803,Entry long,2026-05-25 20:24,L,4572.008,312.14,1427106.577,701.55,0.05,702.45,0.05,-798.63,-0.06,212514.2,2125.14
4804,Exit long,2026-05-25 20:45,L TP2,4577.102,1248.57,5708472.029,6358.6,0.11,6359.5,0.11,-3194.56,-0.06,218873.52,2188.74
4804,Entry long,2026-05-25 20:24,L,4572.008,1248.57,5708472.029,6358.6,0.11,6359.5,0.11,-3194.56,-0.06,218873.52,2188.74
4805,Exit long,2026-05-25 20:48,L TP1,4571.4,287.27,1314144.767,-919.77,-0.07,0,0.00,-918.87,-0.07,217953.03,2179.53
4805,Entry long,2026-05-25 20:48,L,4574.598,287.27,1314144.767,-919.77,-0.07,0,0.00,-918.87,-0.07,217953.03,2179.53
4806,Exit long,2026-05-25 20:48,L TP2,4571.4,1149.12,5256762.054,-3676.51,-0.07,0,0.00,-3675.61,-0.07,214277.25,2142.77
4806,Entry long,2026-05-25 20:48,L,4574.598,1149.12,5256762.054,-3676.51,-0.07,0,0.00,-3675.61,-0.07,214277.25,2142.77
4807,Exit long,2026-05-25 21:00,L TP1,4568.113,269.9,1233821.67,-889.05,-0.07,201.44,0.02,-888.15,-0.07,213387.47,2133.87
4807,Entry long,2026-05-25 20:51,L,4571.403,269.9,1233821.67,-889.05,-0.07,201.44,0.02,-888.15,-0.07,213387.47,2133.87
4808,Exit long,2026-05-25 21:00,L TP2,4568.113,1079.6,4935286.679,-3553.5,-0.07,805.74,0.02,-3552.6,-0.07,209834.69,2098.35
4808,Entry long,2026-05-25 20:51,L,4571.403,1079.6,4935286.679,-3553.5,-0.07,805.74,0.02,-3552.6,-0.07,209834.69,2098.35
4809,Exit long,2026-05-26 07:30,L TP1,4571.567,325.71,1489892.973,-888.97,-0.06,366.9,0.02,-888.07,-0.06,208945,2089.45
4809,Entry long,2026-05-26 07:27,L,4574.293,325.71,1489892.973,-888.97,-0.06,366.9,0.02,-888.07,-0.06,208945,2089.45
4810,Exit long,2026-05-26 07:30,L TP2,4571.567,1302.88,5959754.864,-3553.27,-0.06,1467.63,0.02,-3552.37,-0.06,205392.45,2053.92
4810,Entry long,2026-05-26 07:27,L,4574.293,1302.88,5959754.864,-3553.27,-0.06,1467.63,0.02,-3552.37,-0.06,205392.45,2053.92
4811,Exit long,2026-05-26 08:09,L TP1,4577.24,280.8,1284628.55,659.36,0.05,660.26,0.05,-302.88,-0.02,206051.1,2060.51
4811,Entry long,2026-05-26 07:51,L,4574.888,280.8,1284628.55,659.36,0.05,660.26,0.05,-302.88,-0.02,206051.1,2060.51
4812,Exit long,2026-05-26 08:21,L TP2,4574.876,1123.21,5138559.95,-15.1,0.00,6016.32,0.12,-1211.54,-0.02,206036.72,2060.37
4812,Entry long,2026-05-26 07:51,L,4574.888,1123.21,5138559.95,-15.1,0.00,6016.32,0.12,-1211.54,-0.02,206036.72,2060.37
4813,Exit short,2026-05-26 08:42,S TP1,4556.092,188.77,860737.7781,683.21,0.08,684.11,0.08,-541.57,-0.06,206719.2,2067.19
4813,Entry short,2026-05-26 08:39,S,4559.717,188.77,860737.7781,683.21,0.08,684.11,0.08,-541.57,-0.06,206719.2,2067.19
4814,Exit short,2026-05-26 08:45,S TP2,4559.6,755.1,3443042.307,86.73,0.00,3243.94,0.09,-2166.35,-0.06,206806.66,2068.07
4814,Entry short,2026-05-26 08:39,S,4559.717,755.1,3443042.307,86.73,0.00,3243.94,0.09,-2166.35,-0.06,206806.66,2068.07
4815,Exit short,2026-05-26 09:00,S TP1,4557.363,178.95,816228.8874,687.7,0.08,688.6,0.08,-331.77,-0.04,207493.62,2074.94
4815,Entry short,2026-05-26 08:54,S,4561.212,178.95,816228.8874,687.7,0.08,688.6,0.08,-331.77,-0.04,207493.62,2074.94
4816,Exit short,2026-05-26 09:00,S TP2,4552.517,715.84,3265097.998,6222.61,0.19,6223.51,0.19,-1327.17,-0.04,213716.97,2137.17
4816,Entry short,2026-05-26 08:54,S,4561.212,715.84,3265097.998,6222.61,0.19,6223.51,0.19,-1327.17,-0.04,213716.97,2137.17
