Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
2034,Entry short,2025-11-11 23:42,S,4131.332,42.88,177151.5162,439.96,0.25,440.86,0.25,-149.86,-0.08,5683,56.83
2035,Exit short,2025-11-12 00:06,S TP1,4118.848,9.64,39755.28288,48.51,0.12,49.41,0.12,-46.87,-0.12,5730.79,57.31
2035,Entry short,2025-11-11 23:51,S,4123.992,9.64,39755.28288,48.51,0.12,49.41,0.12,-46.87,-0.12,5730.79,57.31
2036,Exit short,2025-11-12 00:21,S TP2,4112.347,38.6,159186.0912,447.88,0.28,448.78,0.28,-187.66,-0.12,6179.39,61.79
2036,Entry short,2025-11-11 23:51,S,4123.992,38.6,159186.0912,447.88,0.28,448.78,0.28,-187.66,-0.12,6179.39,61.79
2037,Exit short,2025-11-12 00:27,S TP1,4101.029,9.25,37986.66975,51.07,0.13,51.97,0.14,-34.53,-0.09,6229.74,62.30
2037,Entry short,2025-11-12 00:24,S,4106.667,9.25,37986.66975,51.07,0.13,51.97,0.14,-34.53,-0.09,6229.74,62.30
2038,Exit short,2025-11-12 00:39,S TP2,4106.365,37.01,151987.7457,9.56,0.01,347.99,0.23,-138.14,-0.09,6240.02,62.40
2038,Entry short,2025-11-12 00:24,S,4106.667,37.01,151987.7457,9.56,0.01,347.99,0.23,-138.14,-0.09,6240.02,62.40
2039,Exit long,2025-11-12 08:24,L TP1,4138.922,21.59,89307.63952,50.61,0.06,51.51,0.06,-14.82,-0.02,6289.9,62.90
2039,Entry long,2025-11-12 08:21,L,4136.528,21.59,89307.63952,50.61,0.06,51.51,0.06,-14.82,-0.02,6289.9,62.90
2040,Exit long,2025-11-12 08:30,L TP2,4136.608,86.38,357313.2886,5.29,0.00,240.88,0.07,-59.29,-0.02,6295.91,62.96
2040,Entry long,2025-11-12 08:21,L,4136.528,86.38,357313.2886,5.29,0.00,240.88,0.07,-59.29,-0.02,6295.91,62.96
2041,Exit long,2025-11-12 08:36,L TP1,4140.804,21.34,88313.41332,50.26,0.06,51.16,0.06,-19.77,-0.02,6345.46,63.45
2041,Entry long,2025-11-12 08:33,L,4138.398,21.34,88313.41332,50.26,0.06,51.16,0.06,-19.77,-0.02,6345.46,63.45
2042,Exit long,2025-11-12 08:39,L TP2,4143.858,85.37,353295.0373,464.5,0.13,465.4,0.13,-79.09,-0.02,6810.68,68.11
2042,Entry long,2025-11-12 08:33,L,4138.398,85.37,353295.0373,464.5,0.13,465.4,0.13,-79.09,-0.02,6810.68,68.11
2043,Exit long,2025-11-12 09:00,L TP1,4139.491,20.81,86209.96158,-68.23,-0.08,41.9,0.05,-67.33,-0.08,6741.72,67.42
2043,Entry long,2025-11-12 08:42,L,4142.718,20.81,86209.96158,-68.23,-0.08,41.9,0.05,-67.33,-0.08,6741.72,67.42
2044,Exit long,2025-11-12 09:00,L TP2,4139.491,83.27,344964.1279,-270.33,-0.08,167.65,0.05,-269.43,-0.08,6472.11,64.72
2044,Entry long,2025-11-12 08:42,L,4142.718,83.27,344964.1279,-270.33,-0.08,167.65,0.05,-269.43,-0.08,6472.11,64.72
2045,Exit long,2025-11-12 09:24,L TP1,4139.984,19.92,82535.89056,-68.49,-0.08,44.48,0.05,-67.59,-0.08,6402.9,64.03
2045,Entry long,2025-11-12 09:03,L,4143.368,19.92,82535.89056,-68.49,-0.08,44.48,0.05,-67.59,-0.08,6402.9,64.03
2046,Exit long,2025-11-12 09:24,L TP2,4139.984,79.69,330184.9959,-271.29,-0.08,177.94,0.05,-270.39,-0.08,6132.33,61.32
2046,Entry long,2025-11-12 09:03,L,4143.368,79.69,330184.9959,-271.29,-0.08,177.94,0.05,-270.39,-0.08,6132.33,61.32
2047,Exit short,2025-11-12 14:30,S TP1,4103.085,15.36,63074.94912,50.48,0.08,51.38,0.08,-53.91,-0.09,6182.09,61.82
2047,Entry short,2025-11-12 14:03,S,4106.442,15.36,63074.94912,50.48,0.08,51.38,0.08,-53.91,-0.09,6182.09,61.82
2048,Exit short,2025-11-12 14:36,S TP2,4106.286,61.46,252381.9253,7.97,0.00,461.89,0.18,-215.71,-0.09,6190.78,61.91
2048,Entry short,2025-11-12 14:03,S,4106.442,61.46,252381.9253,7.97,0.00,461.89,0.18,-215.71,-0.09,6190.78,61.91
2049,Exit short,2025-11-12 14:45,S TP1,4103.232,13.36,54871.01632,50.76,0.09,51.66,0.09,-14.25,-0.03,6240.82,62.41
2049,Entry short,2025-11-12 14:39,S,4107.112,13.36,54871.01632,50.76,0.09,51.66,0.09,-14.25,-0.03,6240.82,62.41
2050,Exit short,2025-11-12 14:51,S TP2,4106.958,53.45,219525.1364,6.61,0.00,249.8,0.11,-57,-0.03,6248.15,62.48
2050,Entry short,2025-11-12 14:39,S,4107.112,53.45,219525.1364,6.61,0.00,249.8,0.11,-57,-0.03,6248.15,62.48
2051,Exit short,2025-11-12 15:00,S TP1,4103.353,13.74,56431.71888,50.57,0.09,51.47,0.09,-8.4,-0.01,6298,62.98
2051,Entry short,2025-11-12 14:54,S,4107.112,13.74,56431.71888,50.57,0.09,51.47,0.09,-8.4,-0.01,6298,62.98
2052,Exit short,2025-11-12 15:03,S TP2,4106.987,55,225891.16,5.25,0.00,210.31,0.09,-33.61,-0.01,6303.97,63.04
2052,Entry short,2025-11-12 14:54,S,4107.112,55,225891.16,5.25,0.00,210.31,0.09,-33.61,-0.01,6303.97,63.04
2053,Exit short,2025-11-12 15:18,S TP1,4109.833,14.07,57759.41829,-67.01,-0.12,4.28,0.01,-66.11,-0.11,6236.24,62.36
2053,Entry short,2025-11-12 15:12,S,4105.147,14.07,57759.41829,-67.01,-0.12,4.28,0.01,-66.11,-0.11,6236.24,62.36
2054,Exit short,2025-11-12 15:18,S TP2,4109.833,56.29,231078.7246,-265.39,-0.11,17.12,0.01,-264.49,-0.11,5971.57,59.72
2054,Entry short,2025-11-12 15:12,S,4105.147,56.29,231078.7246,-265.39,-0.11,17.12,0.01,-264.49,-0.11,5971.57,59.72
2055,Exit long,2025-11-12 21:39,L TP1,4134.207,16.01,66252.71008,-65.14,-0.10,4.49,0.01,-64.24,-0.10,5905.71,59.06
2055,Entry long,2025-11-12 21:39,L,4138.208,16.01,66252.71008,-65.14,-0.10,4.49,0.01,-64.24,-0.10,5905.71,59.06
2056,Exit long,2025-11-12 21:39,L TP2,4134.207,64.05,265052.2224,-257.88,-0.10,17.98,0.01,-256.98,-0.10,5648.55,56.49
2056,Entry long,2025-11-12 21:39,L,4138.208,64.05,265052.2224,-257.88,-0.10,17.98,0.01,-256.98,-0.10,5648.55,56.49
2057,Exit long,2025-11-12 21:54,L TP1,4130.285,14.82,61274.37186,-64.63,-0.11,38.97,0.06,-63.73,-0.10,5583.2,55.83
2057,Entry long,2025-11-12 21:42,L,4134.573,14.82,61274.37186,-64.63,-0.11,38.97,0.06,-63.73,-0.10,5583.2,55.83
2058,Exit long,2025-11-12 21:54,L TP2,4130.285,59.31,245221.5246,-255.94,-0.10,155.98,0.06,-255.04,-0.10,5327.98,53.28
2058,Entry long,2025-11-12 21:42,L,4134.573,59.31,245221.5246,-255.94,-0.10,155.98,0.06,-255.04,-0.10,5327.98,53.28
2059,Exit long,2025-11-13 00:21,L TP1,4161.542,7.28,30357.76744,-62.82,-0.21,5.91,0.02,-61.92,-0.20,5264.44,52.64
2059,Entry long,2025-11-13 00:18,L,4170.023,7.28,30357.76744,-62.82,-0.21,5.91,0.02,-61.92,-0.20,5264.44,52.64
2060,Exit long,2025-11-13 00:21,L TP2,4161.542,29.13,121472.77,-248.67,-0.20,23.66,0.02,-247.77,-0.20,5016.48,50.16
2060,Entry long,2025-11-13 00:18,L,4170.023,29.13,121472.77,-248.67,-0.20,23.66,0.02,-247.77,-0.20,5016.48,50.16
2061,Exit long,2025-11-13 00:33,L TP1,4171.804,7.05,29363.3769,46.76,0.16,47.66,0.16,-20.33,-0.07,5062.53,50.63
2061,Entry long,2025-11-13 00:24,L,4165.018,7.05,29363.3769,46.76,0.16,47.66,0.16,-20.33,-0.07,5062.53,50.63
2062,Exit long,2025-11-13 00:33,L TP2,4180.315,28.23,117578.4581,430.21,0.37,431.11,0.37,-81.4,-0.07,5493.46,54.93
2062,Entry long,2025-11-13 00:24,L,4165.018,28.23,117578.4581,430.21,0.37,431.11,0.37,-81.4,-0.07,5493.46,54.93
2063,Exit long,2025-11-13 09:51,L TP1,4205.785,12.18,51176.37714,49,0.10,49.9,0.10,-38.34,-0.07,5541.74,55.42
2063,Entry long,2025-11-13 09:42,L,4201.673,12.18,51176.37714,49,0.10,49.9,0.10,-38.34,-0.07,5541.74,55.42
2064,Exit long,2025-11-13 10:00,L TP2,4201.887,48.72,204705.5086,8.81,0.00,371.6,0.18,-153.36,-0.07,5551.27,55.51
2064,Entry long,2025-11-13 09:42,L,4201.673,48.72,204705.5086,8.81,0.00,371.6,0.18,-153.36,-0.07,5551.27,55.51
2065,Exit long,2025-11-13 10:06,L TP1,4196.764,10.46,43960.01188,-62.94,-0.14,12.45,0.03,-62.04,-0.14,5487.61,54.88
2065,Entry long,2025-11-13 10:03,L,4202.678,10.46,43960.01188,-62.94,-0.14,12.45,0.03,-62.04,-0.14,5487.61,54.88
2066,Exit long,2025-11-13 10:06,L TP2,4196.764,41.88,176008.1546,-249.3,-0.14,49.83,0.03,-248.4,-0.14,5239.03,52.39
2066,Entry long,2025-11-13 10:03,L,4202.678,41.88,176008.1546,-249.3,-0.14,49.83,0.03,-248.4,-0.14,5239.03,52.39
2067,Exit short,2025-11-13 10:21,S TP1,4189.373,8.78,36721.48956,-62.29,-0.17,23.24,0.06,-61.39,-0.17,5176.03,51.76
2067,Entry short,2025-11-13 10:18,S,4182.402,8.78,36721.48956,-62.29,-0.17,23.24,0.06,-61.39,-0.17,5176.03,51.76
2068,Exit short,2025-11-13 10:21,S TP2,4189.373,35.14,146969.6063,-246.58,-0.17,93,0.06,-245.68,-0.17,4930.17,49.30
2068,Entry short,2025-11-13 10:18,S,4182.402,35.14,146969.6063,-246.58,-0.17,93,0.06,-245.68,-0.17,4930.17,49.30
2069,Exit short,2025-11-13 10:30,S TP1,4184.076,8.06,33771.45642,46.72,0.14,47.62,0.14,-8.3,-0.02,4976.17,49.76
2069,Entry short,2025-11-13 10:24,S,4190.007,8.06,33771.45642,46.72,0.14,47.62,0.14,-8.3,-0.02,4976.17,49.76
2070,Exit short,2025-11-13 10:36,S TP2,4189.74,32.26,135169.6258,6.99,0.01,303.88,0.22,-33.24,-0.02,4983.88,49.84
2070,Entry short,2025-11-13 10:24,S,4190.007,32.26,135169.6258,6.99,0.01,303.88,0.22,-33.24,-0.02,4983.88,49.84
2071,Exit long,2025-11-13 16:48,L TP1,4212.983,14.43,60853.73424,-61.47,-0.10,26.54,0.04,-60.57,-0.10,4921.69,49.22
2071,Entry long,2025-11-13 16:27,L,4217.168,14.43,60853.73424,-61.47,-0.10,26.54,0.04,-60.57,-0.10,4921.69,49.22
2072,Exit long,2025-11-13 16:48,L TP2,4212.983,57.72,243414.937,-243.18,-0.10,106.18,0.04,-242.28,-0.10,4679.23,46.79
2072,Entry long,2025-11-13 16:27,L,4217.168,57.72,243414.937,-243.18,-0.10,106.18,0.04,-242.28,-0.10,4679.23,46.79
2073,Exit long,2025-11-13 17:12,L TP1,4229.688,12.33,52104.95244,46.02,0.09,46.92,0.09,-9.03,-0.02,4724.54,47.25
2073,Entry long,2025-11-13 17:06,L,4225.868,12.33,52104.95244,46.02,0.09,46.92,0.09,-9.03,-0.02,4724.54,47.25
2074,Exit long,2025-11-13 17:15,L TP2,4234.448,49.35,208546.5858,421.8,0.20,422.7,0.20,-36.15,-0.02,5147.06,51.47
2074,Entry long,2025-11-13 17:06,L,4225.868,49.35,208546.5858,421.8,0.20,422.7,0.20,-36.15,-0.02,5147.06,51.47
2075,Exit long,2025-11-13 17:21,L TP1,4236.543,11.81,49985.38803,47.1,0.09,48,0.10,-9.13,-0.02,5193.44,51.93
2075,Entry long,2025-11-13 17:18,L,4232.463,11.81,49985.38803,47.1,0.09,48,0.10,-9.13,-0.02,5193.44,51.93
2076,Exit long,2025-11-13 17:57,L TP2,4232.588,47.26,200026.2014,4.29,0.00,339.41,0.17,-36.54,-0.02,5198.45,51.98
2076,Entry long,2025-11-13 17:18,L,4232.463,47.26,200026.2014,4.29,0.00,339.41,0.17,-36.54,-0.02,5198.45,51.98
2077,Exit long,2025-11-13 18:27,L TP1,4229.515,12.5,52929.725,-61.87,-0.12,3.16,0.01,-60.97,-0.12,5135.86,51.36
2077,Entry long,2025-11-13 18:24,L,4234.378,12.5,52929.725,-61.87,-0.12,3.16,0.01,-60.97,-0.12,5135.86,51.36
2078,Exit long,2025-11-13 18:27,L TP2,4229.515,50.02,211803.5876,-244.87,-0.12,12.64,0.01,-243.97,-0.12,4891.72,48.92
2078,Entry long,2025-11-13 18:24,L,4234.378,50.02,211803.5876,-244.87,-0.12,12.64,0.01,-243.97,-0.12,4891.72,48.92
2079,Exit short,2025-11-13 23:24,S TP1,4210.293,7.83,33013.80126,46.13,0.14,47.03,0.14,-3.49,-0.01,4937.12,49.37
2079,Entry short,2025-11-13 23:21,S,4216.322,7.83,33013.80126,46.13,0.14,47.03,0.14,-3.49,-0.01,4937.12,49.37
2080,Exit short,2025-11-13 23:33,S TP2,4216.112,31.34,132139.5315,4.96,0.00,387.02,0.29,-13.98,-0.01,4942.8,49.43
2080,Entry short,2025-11-13 23:21,S,4216.322,31.34,132139.5315,4.96,0.00,387.02,0.29,-13.98,-0.01,4942.8,49.43
2081,Exit short,2025-11-13 23:39,S TP1,4210.164,7.2,30361.0104,46.75,0.15,47.65,0.16,-0.24,0.00,4988.83,49.89
2081,Entry short,2025-11-13 23:39,S,4216.807,7.2,30361.0104,46.75,0.15,47.65,0.16,-0.24,0.00,4988.83,49.89
2082,Exit short,2025-11-13 23:42,S TP2,4201.87,28.83,121570.5458,429.01,0.35,429.91,0.35,-0.95,0.00,5418.57,54.19
2082,Entry short,2025-11-13 23:39,S,4216.807,28.83,121570.5458,429.01,0.35,429.91,0.35,-0.95,0.00,5418.57,54.19
2083,Exit short,2025-11-13 23:54,S TP1,4198.447,5.84,24457.52288,-62.49,-0.26,14.96,0.06,-61.59,-0.25,5355.36,53.55
2083,Entry short,2025-11-13 23:45,S,4187.932,5.84,24457.52288,-62.49,-0.26,14.96,0.06,-61.59,-0.25,5355.36,53.55
2084,Exit short,2025-11-13 23:54,S TP2,4198.447,23.39,97955.72948,-247.57,-0.25,59.91,0.06,-246.67,-0.25,5108.51,51.09
2084,Entry short,2025-11-13 23:45,S,4187.932,23.39,97955.72948,-247.57,-0.25,59.91,0.06,-246.67,-0.25,5108.51,51.09
2085,Exit short,2025-11-14 00:00,S TP1,4191.019,5.31,22302.51507,47.12,0.21,48.02,0.22,-0.99,0.00,5154.92,51.55
2085,Entry short,2025-11-13 23:57,S,4200.097,5.31,22302.51507,47.12,0.21,48.02,0.22,-0.99,0.00,5154.92,51.55
2086,Exit short,2025-11-14 00:06,S TP2,4199.741,21.26,89294.06222,5.95,0.01,239.03,0.27,-3.97,0.00,5161.59,51.62
2086,Entry short,2025-11-13 23:57,S,4200.097,21.26,89294.06222,5.95,0.01,239.03,0.27,-3.97,0.00,5161.59,51.62
2087,Exit short,2025-11-14 03:36,S TP1,4147.199,6.47,26879.27209,45.81,0.17,46.71,0.17,-26.73,-0.10,5206.68,52.07
2087,Entry short,2025-11-14 03:36,S,4154.447,6.47,26879.27209,45.81,0.17,46.71,0.17,-26.73,-0.10,5206.68,52.07
2088,Exit short,2025-11-14 03:39,S TP2,4154.358,25.91,107641.7218,0.69,0.00,239.13,0.22,-107.03,-0.10,5208.09,52.08
2088,Entry short,2025-11-14 03:36,S,4154.447,25.91,107641.7218,0.69,0.00,239.13,0.22,-107.03,-0.10,5208.09,52.08
2089,Exit short,2025-11-14 04:00,S TP1,4147.487,5.74,23855.65238,48,0.20,48.9,0.20,-35.73,-0.15,5255.36,52.55
2089,Entry short,2025-11-14 03:42,S,4156.037,5.74,23855.65238,48,0.20,48.9,0.20,-35.73,-0.15,5255.36,52.55
2090,Exit short,2025-11-14 04:06,S TP2,4155.6,22.99,95547.29063,8.43,0.01,230.03,0.24,-143.1,-0.15,5264.51,52.65
2090,Entry short,2025-11-14 03:42,S,4156.037,22.99,95547.29063,8.43,0.01,230.03,0.24,-143.1,-0.15,5264.51,52.65
2091,Exit short,2025-11-14 04:33,S TP1,4162.103,5.68,23579.56576,-62.26,-0.26,2.79,0.01,-61.36,-0.26,5201.53,52.02
2091,Entry short,2025-11-14 04:09,S,4151.332,5.68,23579.56576,-62.26,-0.26,2.79,0.01,-61.36,-0.26,5201.53,52.02
2092,Exit short,2025-11-14 04:33,S TP2,4162.103,22.74,94401.28968,-246.55,-0.26,11.15,0.01,-245.65,-0.26,4955.7,49.56
2092,Entry short,2025-11-14 04:09,S,4151.332,22.74,94401.28968,-246.55,-0.26,11.15,0.01,-245.65,-0.26,4955.7,49.56
2093,Exit short,2025-11-14 16:18,S TP1,4168.788,9.63,40192.46136,45.95,0.11,46.85,0.12,-38.25,-0.10,5000.93,50.01
2093,Entry short,2025-11-14 15:57,S,4173.672,9.63,40192.46136,45.95,0.11,46.85,0.12,-38.25,-0.10,5000.93,50.01
2094,Exit short,2025-11-14 16:21,S TP2,4162.581,38.55,160895.0556,425.94,0.26,426.84,0.27,-153.11,-0.10,5427.59,54.28
2094,Entry short,2025-11-14 15:57,S,4173.672,38.55,160895.0556,425.94,0.26,426.84,0.27,-153.11,-0.10,5427.59,54.28
2095,Exit short,2025-11-14 16:42,S TP1,4170.04,8.55,35591.8716,-63.05,-0.18,32.28,0.09,-62.15,-0.17,5363.82,53.64
2095,Entry short,2025-11-14 16:24,S,4162.792,8.55,35591.8716,-63.05,-0.18,32.28,0.09,-62.15,-0.17,5363.82,53.64
2096,Exit short,2025-11-14 16:42,S TP2,4170.04,34.2,142367.4864,-249.5,-0.18,129.14,0.09,-248.6,-0.17,5115.04,51.15
2096,Entry short,2025-11-14 16:24,S,4162.792,34.2,142367.4864,-249.5,-0.18,129.14,0.09,-248.6,-0.17,5115.04,51.15
2097,Exit short,2025-11-14 20:15,S TP1,4147.997,9.63,39991.86846,45.58,0.11,46.48,0.12,-1.12,0.00,5159.9,51.60
2097,Entry short,2025-11-14 20:15,S,4152.842,9.63,39991.86846,45.58,0.11,46.48,0.12,-1.12,0.00,5159.9,51.60
2098,Exit short,2025-11-14 20:33,S TP2,4152.793,38.52,159967.4738,0.27,0.00,420.38,0.26,-4.49,0.00,5160.88,51.61
2098,Entry short,2025-11-14 20:15,S,4152.842,38.52,159967.4738,0.27,0.00,420.38,0.26,-4.49,0.00,5160.88,51.61
2099,Exit short,2025-11-14 20:45,S TP1,4149.826,8.53,35446.47471,47.38,0.13,48.28,0.14,-20.72,-0.06,5207.54,52.08
2099,Entry short,2025-11-14 20:36,S,4155.507,8.53,35446.47471,47.38,0.13,48.28,0.14,-20.72,-0.06,5207.54,52.08
2100,Exit short,2025-11-14 20:54,S TP2,4142.721,34.14,141869.009,434.89,0.31,435.79,0.31,-82.93,-0.06,5643.16,56.43
2100,Entry short,2025-11-14 20:36,S,4155.507,34.14,141869.009,434.89,0.31,435.79,0.31,-82.93,-0.06,5643.16,56.43
2101,Exit short,2025-11-14 21:09,S TP1,4129.506,7.39,30566.31108,48.18,0.16,49.08,0.16,-34.01,-0.11,5690.62,56.91
2101,Entry short,2025-11-14 21:03,S,4136.172,7.39,30566.31108,48.18,0.16,49.08,0.16,-34.01,-0.11,5690.62,56.91
2102,Exit short,2025-11-14 21:15,S TP2,4121.046,29.59,122389.3295,445.96,0.36,446.86,0.37,-136.18,-0.11,6137.3,61.37
2102,Entry short,2025-11-14 21:03,S,4136.172,29.59,122389.3295,445.96,0.36,446.86,0.37,-136.18,-0.11,6137.3,61.37
2103,Exit short,2025-11-14 22:06,S TP1,4106.166,6.74,27727.29508,50.66,0.18,51.56,0.19,-52.7,-0.19,6187.23,61.87
2103,Entry short,2025-11-14 21:21,S,4113.842,6.74,27727.29508,50.66,0.18,51.56,0.19,-52.7,-0.19,6187.23,61.87
2104,Exit short,2025-11-14 22:12,S TP2,4096.592,26.97,110950.3187,463.61,0.42,464.51,0.42,-210.9,-0.19,6651.57,66.52
2104,Entry short,2025-11-14 21:21,S,4113.842,26.97,110950.3187,463.61,0.42,464.51,0.42,-210.9,-0.19,6651.57,66.52
2105,Exit short,2025-11-14 22:18,S TP1,4077.516,6,24518.772,52.6,0.21,53.5,0.22,-34.19,-0.14,6703.44,67.03
2105,Entry short,2025-11-14 22:15,S,4086.462,6,24518.772,52.6,0.21,53.5,0.22,-34.19,-0.14,6703.44,67.03
2106,Exit short,2025-11-14 22:21,S TP2,4066.419,24,98075.088,479.41,0.49,480.31,0.49,-136.75,-0.14,7183.57,71.84
2106,Entry short,2025-11-14 22:15,S,4086.462,24,98075.088,479.41,0.49,480.31,0.49,-136.75,-0.14,7183.57,71.84
2107,Exit short,2025-11-14 22:27,S TP1,4056.846,5.44,22124.11008,53.79,0.24,54.69,0.25,-26.91,-0.12,7236.64,72.37
2107,Entry short,2025-11-14 22:24,S,4066.932,5.44,22124.11008,53.79,0.24,54.69,0.25,-26.91,-0.12,7236.64,72.37
2108,Exit short,2025-11-14 22:48,S TP2,4044.216,21.77,88537.10964,492.91,0.56,493.81,0.56,-107.68,-0.12,7730.27,77.30
2108,Entry short,2025-11-14 22:24,S,4066.932,21.77,88537.10964,492.91,0.56,493.81,0.56,-107.68,-0.12,7730.27,77.30
2109,Exit short,2025-11-17 14:18,S TP1,4066.697,15.42,62763.28584,53.74,0.09,54.64,0.09,-27.37,-0.04,7783.29,77.83
2109,Entry short,2025-11-17 14:18,S,4070.252,15.42,62763.28584,53.74,0.09,54.64,0.09,-27.37,-0.04,7783.29,77.83
2110,Exit short,2025-11-17 14:21,S TP2,4070.219,61.72,251215.9534,0.42,0.00,238.88,0.10,-109.53,-0.04,7784.42,77.84
2110,Entry short,2025-11-17 14:18,S,4070.252,61.72,251215.9534,0.42,0.00,238.88,0.10,-109.53,-0.04,7784.42,77.84
2111,Exit short,2025-11-17 14:24,S TP1,4063.732,14.02,57029.60264,55,0.10,55.9,0.10,-18.17,-0.03,7838.7,78.39
2111,Entry short,2025-11-17 14:24,S,4067.732,14.02,57029.60264,55,0.10,55.9,0.10,-18.17,-0.03,7838.7,78.39
2112,Exit short,2025-11-17 14:30,S TP2,4058.659,56.1,228199.7652,507.38,0.22,508.28,0.22,-72.7,-0.03,8346.8,83.47
2112,Entry short,2025-11-17 14:24,S,4067.732,56.1,228199.7652,507.38,0.22,508.28,0.22,-72.7,-0.03,8346.8,83.47
2113,Exit short,2025-11-17 15:00,S TP1,4060.85,11.1,45002.9187,-73.6,-0.16,50.4,0.11,-72.7,-0.16,8272.48,82.72
2113,Entry short,2025-11-17 14:33,S,4054.317,11.1,45002.9187,-73.6,-0.16,50.4,0.11,-72.7,-0.16,8272.48,82.72
2114,Exit short,2025-11-17 15:00,S TP2,4060.85,44.44,180173.8475,-291.95,-0.16,201.79,0.11,-291.05,-0.16,7981.26,79.81
2114,Entry short,2025-11-17 14:33,S,4054.317,44.44,180173.8475,-291.95,-0.16,201.79,0.11,-291.05,-0.16,7981.26,79.81
2115,Exit short,2025-11-17 15:09,S TP1,4057.628,10.88,44205.57056,57.5,0.13,58.4,0.13,-40.31,-0.09,8038.03,80.38
2115,Entry short,2025-11-17 15:03,S,4063.012,10.88,44205.57056,57.5,0.13,58.4,0.13,-40.31,-0.09,8038.03,80.38
2116,Exit short,2025-11-17 15:18,S TP2,4062.693,43.54,176903.5425,12.27,0.01,352.48,0.20,-161.3,-0.09,8051.02,80.51
2116,Entry short,2025-11-17 15:03,S,4063.012,43.54,176903.5425,12.27,0.01,352.48,0.20,-161.3,-0.09,8051.02,80.51
2117,Exit short,2025-11-18 01:30,S TP1,4069.757,8.92,36229.80204,-73.51,-0.20,20.71,0.06,-72.61,-0.20,7976.79,79.77
2117,Entry short,2025-11-18 01:15,S,4061.637,8.92,36229.80204,-73.51,-0.20,20.71,0.06,-72.61,-0.20,7976.79,79.77
2118,Exit short,2025-11-18 01:30,S TP2,4069.757,35.71,145041.0573,-291.59,-0.20,82.91,0.06,-290.69,-0.20,7685.93,76.86
2118,Entry short,2025-11-18 01:15,S,4061.637,35.71,145041.0573,-291.59,-0.20,82.91,0.06,-290.69,-0.20,7685.93,76.86
2119,Exit short,2025-11-18 04:09,S TP1,4057.121,14.72,59776.25664,54.36,0.09,55.26,0.09,-0.3,0.00,7739.56,77.40
2119,Entry short,2025-11-18 04:06,S,4060.887,14.72,59776.25664,54.36,0.09,55.26,0.09,-0.3,0.00,7739.56,77.40
2120,Exit short,2025-11-18 04:12,S TP2,4061.633,58.9,239186.2443,-45.56,-0.02,244.42,0.10,-44.66,-0.02,7694.72,76.95
2120,Entry short,2025-11-18 04:06,S,4060.887,58.9,239186.2443,-45.56,-0.02,244.42,0.10,-44.66,-0.02,7694.72,76.95
2121,Exit short,2025-11-18 04:30,S TP1,4052.649,13.62,55253.30274,55.14,0.10,56.04,0.10,-27.32,-0.05,7749.15,77.49
2121,Entry short,2025-11-18 04:30,S,4056.777,13.62,55253.30274,55.14,0.10,56.04,0.10,-27.32,-0.05,7749.15,77.49
2122,Exit short,2025-11-18 04:30,S TP2,4047.454,54.5,221094.3465,506.48,0.23,507.38,0.23,-109.34,-0.05,8256.35,82.56
2122,Entry short,2025-11-18 04:30,S,4056.777,54.5,221094.3465,506.48,0.23,507.38,0.23,-109.34,-0.05,8256.35,82.56
2123,Exit short,2025-11-18 04:33,S TP1,4038.892,11.4,46101.9078,57.46,0.12,58.36,0.13,-6.66,-0.01,8313.09,83.13
2123,Entry short,2025-11-18 04:33,S,4044.027,11.4,46101.9078,57.46,0.12,58.36,0.13,-6.66,-0.01,8313.09,83.13
2124,Exit short,2025-11-18 04:33,S TP2,4032.489,45.62,184488.5117,524.74,0.28,525.64,0.28,-26.63,-0.01,8838.55,88.39
2124,Entry short,2025-11-18 04:33,S,4044.027,45.62,184488.5117,524.74,0.28,525.64,0.28,-26.63,-0.01,8838.55,88.39
2125,Exit short,2025-11-18 04:54,S TP1,4012.504,8.56,34406.42352,58.31,0.17,59.21,0.17,-56.92,-0.17,8896.14,88.96
2125,Entry short,2025-11-18 04:45,S,4019.442,8.56,34406.42352,58.31,0.17,59.21,0.17,-56.92,-0.17,8896.14,88.96
2126,Exit short,2025-11-18 05:06,S TP2,4019.235,34.28,137786.4718,5.48,0.00,423.91,0.31,-227.93,-0.17,8902.34,89.02
2126,Entry short,2025-11-18 04:45,S,4019.442,34.28,137786.4718,5.48,0.00,423.91,0.31,-227.93,-0.17,8902.34,89.02
2127,Exit long,2025-11-18 18:09,L TP1,4030.566,10.56,42638.46048,-76.76,-0.18,53.27,0.12,-75.86,-0.18,8824.85,88.25
2127,Entry long,2025-11-18 17:36,L,4037.733,10.56,42638.46048,-76.76,-0.18,53.27,0.12,-75.86,-0.18,8824.85,88.25
2128,Exit long,2025-11-18 18:09,L TP2,4030.566,42.27,170674.9739,-304.57,-0.18,213.25,0.12,-303.67,-0.18,8521,85.21
2128,Entry long,2025-11-18 17:36,L,4037.733,42.27,170674.9739,-304.57,-0.18,213.25,0.12,-303.67,-0.18,8521,85.21
2129,Exit long,2025-11-18 18:15,L TP1,4038.864,11.45,46185.21235,58.7,0.13,59.6,0.13,-17.73,-0.04,8578.99,85.79
