ts_ms,dt,bar,interesting,armed_dir,up_age,dn_age,aligned_bull,aligned_bear,price,ema25,ema200,atr_m1,adx_m1,min_adx,adx_pass,trend_quality,tq_pass,htf_block_long,htf_block_short,sideway_block,price_ok,in_session,detected,det_long,gate,atr_pctile,min_entry_pctile,atr_pctile_low,atr_pctile_high,min_entry_block,is_high_risk,potential_loss_usd,entry_max_loss,opposing_pos,entrytype_blocked,final_decision,ema75,ema100,m1_diplus,m1_diminus,m5_adx,m5_diplus,m5_diminus,m15_adx,m15_diplus,m15_diminus
1762733940000,2025.11.10 00:19,655656,1,1,19,-1,1,0,4014.69500,4013.81547,4006.77865,1.31879,26.241,18.000,1,6,1,0,1,0,1,1,1,1,fired,6.25,70.00,20.00,90.00,1,1,122.11,100.00,0,0,HIGH_RISK_ROUTE,4010.30145,4009.10532,19.309,16.836,25.742,20.857,9.245,22.718,25.937,13.985
1762752180000,2025.11.10 05:23,655960,1,1,0,-1,1,0,4053.86200,4052.46411,4047.98487,1.04800,25.682,18.000,1,6,1,1,0,0,1,1,0,0,htf,21.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:htf,4052.42584,4051.90284,28.793,12.100,23.587,15.828,20.756,28.326,17.704,14.600
1762752240000,2025.11.10 05:24,655961,1,1,1,-1,1,0,4055.21100,4052.57164,4048.04577,1.10429,29.181,18.000,1,7,1,0,0,0,1,1,1,1,fired,40.63,70.00,20.00,90.00,1,1,110.84,100.00,0,0,HIGH_RISK_ROUTE,4052.46573,4051.94282,33.137,10.487,20.535,17.740,17.988,28.326,17.704,14.600
1762775940000,2025.11.10 11:59,656356,1,1,0,-1,1,0,4085.31700,4081.85944,4079.24272,1.07593,30.457,18.000,1,8,1,0,1,0,1,1,1,1,fired,43.75,70.00,20.00,90.00,1,0,94.47,100.00,0,0,BLOCK:min_entry_pctile,4080.72123,4080.45007,32.482,7.909,33.536,25.651,6.424,39.548,23.838,6.567
1762785660000,2025.11.10 14:41,656518,1,-1,-1,0,0,1,4080.30500,4083.19971,4089.64695,3.14629,34.267,18.000,1,7,1,1,0,0,1,1,1,0,fired,93.75,70.00,20.00,90.00,0,1,143.49,100.00,0,0,HIGH_RISK_ROUTE,4088.32214,4089.56370,13.177,22.205,55.917,5.120,27.115,44.966,20.438,22.803
1762819140000,2025.11.10 23:59,657014,1,1,0,-1,1,0,4119.97900,4119.32559,4114.66926,1.41393,24.248,18.000,1,6,1,0,1,0,1,1,1,1,fired,84.38,70.00,20.00,90.00,0,0,83.01,100.00,0,0,FIRE,4118.23926,4117.44487,19.477,14.015,30.235,19.787,12.460,48.995,26.200,4.253
1762829160000,2025.11.11 02:46,657181,1,1,0,-1,1,0,4138.71200,4134.57320,4129.63842,1.58793,46.765,18.000,1,8,1,0,1,0,1,1,1,1,fired,15.63,70.00,20.00,90.00,1,0,83.68,100.00,0,0,BLOCK:min_entry_pctile,4134.00848,4133.30356,35.072,5.865,27.854,23.048,15.183,56.264,24.161,12.375
1762839780000,2025.11.11 05:43,657358,1,-1,-1,0,0,1,4130.13500,4132.89128,4138.74753,2.62979,35.360,18.000,1,6,1,1,0,0,1,1,1,0,fired,93.75,70.00,20.00,90.00,0,0,79.53,100.00,0,0,FIRE,4137.61871,4138.66984,14.492,16.875,35.831,9.385,42.622,50.154,18.091,12.354
1762851900000,2025.11.11 09:05,657560,1,1,0,-1,1,0,4141.65400,4135.87795,4133.51631,1.39364,29.974,18.000,1,7,1,0,1,0,1,1,1,1,fired,0.00,70.00,20.00,90.00,1,0,75.26,100.00,0,0,BLOCK:min_entry_pctile,4134.03934,4133.61670,37.869,11.816,21.155,30.194,13.724,16.088,17.250,16.648
1762865760000,2025.11.11 12:56,657791,1,-1,-1,0,0,1,4135.34100,4138.40042,4139.99704,1.59136,40.361,18.000,1,8,1,1,0,0,1,1,1,0,fired,96.88,70.00,20.00,90.00,0,0,43.92,100.00,0,0,FIRE,4139.69001,4139.99033,8.578,27.672,24.673,13.279,27.606,15.266,11.889,16.806
1762868160000,2025.11.11 13:36,657828,1,1,0,-1,1,0,4145.64200,4141.51516,4140.03164,1.55714,31.208,18.000,1,8,1,0,1,0,1,1,1,1,fired,53.13,70.00,20.00,90.00,1,0,52.51,100.00,0,0,BLOCK:min_entry_pctile,4140.26640,4140.19980,28.576,12.996,26.504,21.180,13.920,18.693,14.739,16.715
1762870980000,2025.11.11 14:23,657875,1,-1,-1,0,0,1,4132.91200,4137.92071,4140.30021,1.92979,50.163,18.000,1,7,1,1,0,0,1,1,1,0,fired,90.63,70.00,20.00,90.00,0,0,68.51,100.00,0,0,FIRE,4140.01096,4140.23785,7.003,30.391,29.238,9.693,26.873,16.995,13.421,19.836
1762905540000,2025.11.11 23:59,658389,1,1,0,-1,1,0,4142.66300,4141.91082,4131.15822,1.08021,26.201,18.000,1,4,0,0,1,0,1,1,0,0,tq,0.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,4137.51714,4135.73496,12.916,22.603,54.780,28.678,12.555,48.377,36.776,7.746
1762905600000,2025.11.12 00:00,658390,1,1,1,-1,1,0,4140.42900,4141.96868,4131.27744,1.30479,28.366,18.000,1,0,0,0,1,0,0,1,0,0,price,21.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4137.66008,4135.87635,11.194,27.697,54.780,28.678,12.555,48.377,36.776,7.746
1762905660000,2025.11.12 00:01,658391,1,1,2,-1,1,0,4141.88300,4141.85025,4131.37228,1.34107,30.242,18.000,1,5,1,0,1,0,1,1,1,1,fired,25.00,70.00,20.00,90.00,1,0,96.61,100.00,0,0,BLOCK:min_entry_pctile,4137.73699,4135.96926,9.701,24.004,54.780,28.678,12.555,48.377,36.776,7.746
1762914600000,2025.11.12 02:30,658540,1,-1,-1,0,0,1,4129.79900,4133.24025,4133.96623,1.10650,35.995,18.000,1,9,1,1,0,0,1,1,1,0,fired,28.13,70.00,20.00,90.00,1,0,39.52,100.00,0,0,BLOCK:min_entry_pctile,4133.56478,4133.91687,7.336,32.423,27.699,7.704,23.145,23.375,12.099,13.735
1762931460000,2025.11.12 07:11,658821,1,1,0,-1,1,0,4124.25900,4118.32679,4113.56121,1.49936,41.629,18.000,1,7,1,0,1,0,1,1,1,1,fired,15.63,70.00,20.00,90.00,1,0,98.30,100.00,0,0,BLOCK:min_entry_pctile,4114.68850,4113.64656,42.383,7.277,40.485,33.274,9.872,44.832,15.403,14.301
1762935600000,2025.11.12 08:20,658890,1,1,0,-1,1,0,4123.79400,4117.78189,4116.15340,2.14607,35.438,18.000,1,8,1,0,1,1,1,1,0,0,sideway,84.38,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4117.59297,4117.15895,40.809,9.005,19.575,22.788,17.981,30.189,12.596,17.083
1762935660000,2025.11.12 08:21,658891,1,1,1,-1,1,0,4124.22100,4118.24436,4116.23258,2.06071,39.909,18.000,1,9,1,0,1,1,1,1,0,0,sideway,71.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4117.76522,4117.29436,42.496,7.805,19.575,22.788,17.981,30.189,12.596,17.083
1762935720000,2025.11.12 08:22,658892,1,1,2,-1,1,0,4126.74500,4118.70410,4116.31536,2.11714,44.519,18.000,1,9,1,0,1,1,1,1,0,0,sideway,71.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4117.94455,4117.43572,46.261,6.764,19.575,22.788,17.981,30.189,12.596,17.083
1762935780000,2025.11.12 08:23,658893,1,1,3,-1,1,0,4127.06200,4119.32263,4116.42344,2.01064,48.565,18.000,1,8,1,0,1,0,1,1,0,0,deferred,62.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4118.18901,4117.62570,40.771,5.862,19.575,22.788,17.981,30.189,12.596,17.083
1762935840000,2025.11.12 08:24,658894,1,1,4,-1,1,0,4129.12400,4119.91797,4116.53369,1.97836,52.889,18.000,1,9,1,0,1,0,1,1,0,0,deferred,59.38,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4118.43548,4117.81828,48.403,5.081,21.613,32.262,15.583,30.189,12.596,17.083
1762935900000,2025.11.12 08:25,658895,1,1,5,-1,1,0,4130.39900,4120.62613,4116.66416,1.90279,56.946,18.000,1,9,1,0,1,0,1,1,0,0,deferred,56.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4118.73238,4118.04901,48.372,4.403,21.613,32.262,15.583,30.189,12.596,17.083
1762935960000,2025.11.12 08:26,658896,1,1,6,-1,1,0,4127.90100,4121.37789,4116.80649,1.93886,58.618,18.000,1,8,1,0,1,0,1,1,0,0,deferred,53.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4119.05646,4118.30105,41.923,7.547,21.613,32.262,15.583,30.189,12.596,17.083
1762936020000,2025.11.12 08:27,658897,1,1,7,-1,1,0,4127.71900,4121.87966,4116.92146,1.89014,56.278,18.000,1,7,1,0,1,0,1,1,0,0,deferred,46.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4119.30214,4118.49697,36.333,15.179,21.613,32.262,15.583,30.189,12.596,17.083
1762936080000,2025.11.12 08:28,658898,1,1,8,-1,1,0,4128.91700,4122.32884,4117.03335,1.83286,55.109,18.000,1,8,1,0,1,0,1,1,0,0,deferred,43.75,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4119.53594,4118.68517,36.968,13.155,21.613,32.262,15.583,30.189,12.596,17.083
1762936140000,2025.11.12 08:29,658899,1,1,9,-1,1,0,4128.04800,4122.83562,4117.15649,1.83536,54.095,18.000,1,8,1,0,1,0,1,1,0,0,deferred,40.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4119.79652,4118.89399,32.039,11.401,24.056,31.465,13.505,28.759,21.961,14.806
1762936200000,2025.11.12 08:30,658900,1,1,10,-1,1,0,4126.64700,4123.23658,4117.26936,1.81743,50.186,18.000,1,8,1,0,1,0,1,1,0,0,deferred,37.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4120.02573,4119.08080,27.767,16.739,24.056,31.465,13.505,28.759,21.961,14.806
1762936260000,2025.11.12 08:31,658901,1,1,11,-1,1,0,4128.55500,4123.49892,4117.36654,1.91771,47.504,18.000,1,8,1,0,1,0,1,1,0,0,deferred,37.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4120.20966,4119.23521,26.985,14.507,24.056,31.465,13.505,28.759,21.961,14.806
1762936320000,2025.11.12 08:32,658902,1,1,12,-1,1,0,4128.97300,4123.88785,4117.48248,1.91514,45.863,18.000,1,7,1,0,1,0,1,1,0,0,deferred,34.38,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4120.44147,4119.42541,26.231,12.573,24.056,31.465,13.505,28.759,21.961,14.806
1762936380000,2025.11.12 08:33,658903,1,1,13,-1,1,0,4128.87700,4124.27901,4117.60155,1.83000,44.441,18.000,1,7,1,0,1,0,1,1,0,0,deferred,28.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4120.67846,4119.62026,22.734,10.897,24.056,31.465,13.505,28.759,21.961,14.806
1762936440000,2025.11.12 08:34,658904,1,1,14,-1,1,0,4128.79600,4124.63270,4117.71840,1.74843,43.209,18.000,1,7,1,0,1,0,1,1,0,0,deferred,21.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4120.90619,4119.80918,19.703,9.444,24.767,27.270,14.883,28.759,21.961,14.806
1762936500000,2025.11.12 08:35,658905,1,1,15,-1,1,0,4129.24400,4124.95296,4117.83319,1.68429,44.538,18.000,1,7,1,0,1,0,1,1,0,0,deferred,18.75,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4121.12536,4119.99258,26.776,8.185,24.767,27.270,14.883,28.759,21.961,14.806
1762936560000,2025.11.12 08:36,658906,1,1,16,-1,1,0,4131.25400,4125.28304,4117.95144,1.79743,46.335,18.000,1,8,1,0,1,0,1,1,0,0,deferred,18.75,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4121.35087,4120.18139,26.696,7.093,24.767,27.270,14.883,28.759,21.961,14.806
1762936620000,2025.11.12 08:37,658907,1,1,17,-1,1,0,4131.66900,4125.74234,4118.08929,1.81479,49.083,18.000,1,8,1,0,1,0,1,1,0,0,deferred,15.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4121.62596,4120.40736,31.047,6.148,24.767,27.270,14.883,28.759,21.961,14.806
1762936680000,2025.11.12 08:38,658908,1,1,18,-1,1,0,4130.52500,4126.19824,4118.23001,1.81136,49.796,18.000,1,7,1,0,1,0,1,1,0,0,deferred,12.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4121.90493,4120.63719,26.907,7.940,24.767,27.270,14.883,28.759,21.961,14.806
1762936740000,2025.11.12 08:39,658909,1,1,19,-1,1,0,4129.28700,4126.53107,4118.35742,1.75829,47.849,18.000,1,6,1,0,1,0,1,1,0,0,deferred,6.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4122.14438,4120.83898,23.320,11.179,27.309,33.031,12.898,28.759,21.961,14.806
1762936800000,2025.11.12 08:40,658910,1,1,20,-1,1,0,4127.48200,4126.74306,4118.47068,1.81071,42.266,18.000,1,3,0,0,1,0,1,1,0,0,tq,6.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,4122.34279,4121.01139,20.211,22.781,27.309,33.031,12.898,28.759,21.961,14.806
1762936860000,2025.11.12 08:41,658911,1,1,21,-1,1,0,4128.13500,4126.79990,4118.56406,1.79486,37.632,18.000,1,3,0,0,1,0,1,1,0,0,tq,3.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,4122.48554,4121.14344,17.516,20.362,27.309,33.031,12.898,28.759,21.961,14.806
1762936920000,2025.11.12 08:42,658912,1,1,22,-1,1,0,4129.09100,4126.90260,4118.66324,1.84743,35.064,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4122.64247,4121.28613,25.588,17.647,27.309,33.031,12.898,28.759,21.961,14.806
1762936980000,2025.11.12 08:43,658913,1,1,23,-1,1,0,4129.43400,4127.07094,4118.77130,1.77164,32.838,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4122.82160,4121.44541,22.177,15.294,27.309,33.031,12.898,28.759,21.961,14.806
1762937040000,2025.11.12 08:44,658914,1,1,24,-1,1,0,4128.57800,4127.25271,4118.88179,1.65100,29.714,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,70.00,20.00,90.00,1,0,89.28,100.00,0,0,BLOCK:min_entry_pctile,4123.00528,4121.60844,19.220,15.913,27.114,28.627,16.869,28.932,23.860,12.832
1762956660000,2025.11.12 14:11,659241,1,1,0,-1,1,0,4136.88100,4130.67006,4129.04353,1.87936,47.296,18.000,1,8,1,0,1,0,1,1,1,1,fired,46.88,70.00,20.00,90.00,1,0,72.55,100.00,0,0,BLOCK:min_entry_pctile,4129.77122,4129.71209,43.221,8.183,23.244,20.739,14.934,15.646,17.271,18.639
1762992120000,2025.11.13 00:02,659770,1,-1,-1,0,0,1,4188.27300,4191.50455,4195.36437,1.44050,21.346,18.000,1,6,1,1,0,0,1,1,1,0,fired,6.25,70.00,20.00,90.00,1,0,65.84,100.00,0,0,BLOCK:min_entry_pctile,4193.99183,4194.68769,12.149,27.121,25.253,17.459,26.556,19.150,14.584,25.513
1762994820000,2025.11.13 00:47,659815,1,1,0,-1,1,0,4199.63700,4198.63156,4195.17260,2.31771,31.955,18.000,1,5,1,0,1,0,1,1,1,1,fired,81.25,70.00,20.00,90.00,0,0,42.20,100.00,0,0,FIRE,4195.46561,4195.20490,17.314,24.902,29.254,30.675,12.330,20.230,24.472,21.781
1762996920000,2025.11.13 01:22,659850,1,-1,-1,0,0,1,4187.55900,4192.41307,4195.61941,2.99993,56.056,18.000,1,7,1,1,0,0,1,1,1,0,fired,59.38,70.00,20.00,90.00,1,1,124.27,100.00,0,0,HIGH_RISK_ROUTE,4195.42371,4195.57592,16.616,23.775,28.840,16.233,35.849,16.900,21.634,21.963
1763003760000,2025.11.13 03:16,659964,1,1,0,-1,1,0,4202.00000,4197.02328,4192.95191,2.10350,40.995,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,70.00,20.00,90.00,1,1,139.08,100.00,0,0,HIGH_RISK_ROUTE,4193.49407,4192.99980,33.319,19.466,22.843,33.751,14.036,16.271,20.141,16.265
1763018640000,2025.11.13 07:24,660212,1,1,0,-1,1,0,4215.02900,4210.76834,4208.92580,1.31557,22.596,18.000,1,7,1,0,1,1,1,1,0,0,sideway,53.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4210.13239,4210.05629,32.366,9.486,18.466,20.845,13.197,16.682,12.462,11.939
1763018700000,2025.11.13 07:25,660213,1,1,1,-1,1,0,4216.58300,4211.09608,4208.98905,1.39414,28.002,18.000,1,8,1,0,1,1,1,1,0,0,sideway,75.00,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4210.26841,4210.15777,36.387,8.221,18.466,20.845,13.197,16.682,12.462,11.939
1763018760000,2025.11.13 07:26,660214,1,1,2,-1,1,0,4216.77800,4211.51815,4209.06774,1.43071,33.488,18.000,1,8,1,0,1,1,1,1,0,0,sideway,84.38,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4210.44381,4210.28890,39.069,7.125,18.466,20.845,13.197,16.682,12.462,11.939
1763018820000,2025.11.13 07:27,660215,1,1,3,-1,1,0,4215.92500,4211.92275,4209.14764,1.51207,35.319,18.000,1,8,1,0,1,1,1,1,0,0,sideway,90.63,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4210.61976,4210.42133,33.860,12.139,18.466,20.845,13.197,16.682,12.462,11.939
1763018880000,2025.11.13 07:28,660216,1,1,4,-1,1,0,4215.76300,4212.23062,4209.21787,1.48721,36.906,18.000,1,7,1,0,1,1,1,1,0,0,sideway,87.50,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4210.76713,4210.53365,29.345,10.521,18.466,20.845,13.197,16.682,12.462,11.939
1763018940000,2025.11.13 07:29,660217,1,1,5,-1,1,0,4216.38600,4212.50234,4209.28570,1.53586,36.474,18.000,1,8,1,0,1,0,1,1,0,0,deferred,87.50,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4210.90591,4210.64037,25.433,12.620,21.575,27.860,11.438,18.983,20.979,10.347
1763019000000,2025.11.13 07:30,660218,1,1,6,-1,1,0,4215.86100,4212.80108,4209.35928,1.59807,36.100,18.000,1,8,1,0,1,0,1,1,0,0,deferred,90.63,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4211.05813,4210.75763,22.042,10.938,21.575,27.860,11.438,18.983,20.979,10.347
1763019060000,2025.11.13 07:31,660219,1,1,7,-1,1,0,4216.76200,4213.03646,4209.42665,1.63557,37.269,18.000,1,8,1,0,1,0,1,1,0,0,deferred,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4211.19154,4210.86178,24.906,9.479,21.575,27.860,11.438,18.983,20.979,10.347
1763019120000,2025.11.13 07:32,660220,1,1,8,-1,1,0,4218.41600,4213.32304,4209.50267,1.73143,39.714,18.000,1,8,1,0,1,0,1,1,0,0,deferred,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4211.34628,4210.98219,28.797,8.215,21.575,27.860,11.438,18.983,20.979,10.347
1763019180000,2025.11.13 07:33,660221,1,1,9,-1,1,0,4216.07300,4213.71481,4209.59503,1.83900,39.027,18.000,1,8,1,0,1,0,1,1,0,0,deferred,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4211.54266,4211.13390,24.958,12.137,21.575,27.860,11.438,18.983,20.979,10.347
1763019240000,2025.11.13 07:34,660222,1,1,10,-1,1,0,4216.35600,4213.89621,4209.66216,1.84414,35.711,18.000,1,8,1,0,1,0,1,1,0,0,deferred,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4211.66850,4211.23470,21.630,16.265,24.927,27.294,9.913,18.983,20.979,10.347
1763019300000,2025.11.13 07:35,660223,1,1,11,-1,1,0,4214.47100,4214.08542,4209.73153,1.91493,31.389,18.000,1,4,0,0,1,0,1,1,0,0,tq,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,4211.79871,4211.33921,18.746,20.022,24.927,27.294,9.913,18.983,20.979,10.347
1763019360000,2025.11.13 07:36,660224,1,1,12,-1,1,0,4214.07300,4214.11508,4209.78064,1.94714,29.360,18.000,1,0,0,0,1,0,0,1,0,0,price,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4211.87294,4211.40313,16.246,22.514,24.927,27.294,9.913,18.983,20.979,10.347
1763019420000,2025.11.13 07:37,660225,1,1,13,-1,1,0,4214.62100,4214.11184,4209.82512,1.86571,28.503,18.000,1,5,1,0,1,0,1,1,1,1,fired,84.38,70.00,20.00,90.00,0,0,75.30,100.00,0,0,FIRE,4211.93405,4211.45762,14.080,22.460,24.927,27.294,9.913,18.983,20.979,10.347
1763035860000,2025.11.13 12:11,660499,1,1,0,-1,1,0,4232.77900,4231.24823,4229.01457,1.49086,32.668,18.000,1,8,1,0,1,0,1,1,1,1,fired,34.38,70.00,20.00,90.00,1,0,59.83,100.00,0,0,BLOCK:min_entry_pctile,4229.69030,4229.67991,19.237,13.798,23.681,21.561,9.565,20.403,16.258,15.328
1763042880000,2025.11.13 14:08,660616,1,-1,-1,0,0,1,4214.83200,4227.25759,4230.51130,2.70607,36.206,18.000,1,8,1,1,0,0,1,1,1,0,fired,37.50,70.00,20.00,90.00,1,1,238.55,100.00,0,0,HIGH_RISK_ROUTE,4229.44798,4230.05996,10.637,35.993,19.172,16.051,21.059,20.129,15.574,15.560
1763078340000,2025.11.13 23:59,661145,1,1,0,-1,1,0,4185.96700,4182.66216,4175.99623,1.90814,20.275,18.000,1,7,1,0,1,0,1,1,1,1,fired,34.38,70.00,20.00,90.00,1,1,152.92,100.00,0,0,HIGH_RISK_ROUTE,4179.28949,4177.87092,19.936,11.943,43.550,22.940,6.419,23.998,25.177,9.398
1763082300000,2025.11.14 01:05,661211,1,1,0,-1,1,0,4185.96200,4184.44784,4180.62608,2.71379,25.786,18.000,1,6,1,0,0,0,1,1,1,1,fired,93.75,70.00,20.00,90.00,0,0,83.40,100.00,0,0,FIRE,4184.20565,4183.32599,27.099,19.991,29.548,15.429,18.932,30.660,18.782,15.951
1763085240000,2025.11.14 01:54,661260,1,1,0,-1,1,0,4191.50600,4183.45117,4181.19385,2.21564,54.854,18.000,1,8,1,0,1,0,1,1,1,1,fired,0.00,70.00,20.00,90.00,1,1,158.04,100.00,0,0,HIGH_RISK_ROUTE,4182.72477,4182.56489,39.901,4.676,30.354,21.140,12.917,22.475,14.002,15.560
1763097960000,2025.11.14 05:26,661472,1,-1,-1,0,0,1,4185.99700,4191.48617,4197.97288,2.47307,38.916,18.000,1,8,1,1,0,0,1,1,1,0,fired,75.00,70.00,20.00,90.00,0,1,183.00,100.00,0,0,HIGH_RISK_ROUTE,4196.74884,4197.93602,11.402,21.179,54.847,4.698,34.076,26.098,16.053,23.784
1763110980000,2025.11.14 09:03,661689,1,-1,-1,0,0,1,4171.36800,4176.73741,4179.74573,2.85679,29.277,18.000,1,7,1,1,0,0,1,1,1,0,fired,84.38,70.00,20.00,90.00,0,1,129.03,100.00,0,0,HIGH_RISK_ROUTE,4177.42092,4177.53239,16.310,28.829,27.788,16.186,26.879,26.111,14.750,19.994
1763337540000,2025.11.16 23:59,662522,1,1,0,-1,1,0,4096.48500,4099.36526,4092.36038,2.52471,20.772,18.000,1,0,0,0,0,1,0,1,0,0,sideway,56.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4096.45790,4094.83680,14.722,25.235,17.431,15.028,21.085,30.233,11.839,20.350
1763337600000,2025.11.17 00:00,662523,1,1,1,-1,1,0,4094.97100,4099.14370,4092.40312,2.56993,22.874,18.000,1,0,0,0,0,1,0,1,0,0,sideway,59.38,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4096.45865,4094.87043,12.759,27.453,17.431,15.028,21.085,30.233,11.839,20.350
1763337660000,2025.11.17 00:01,662524,1,1,2,-1,1,0,4091.03700,4098.82272,4092.42973,2.82171,26.746,18.000,1,0,0,0,0,1,0,1,0,0,sideway,84.38,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4096.41733,4094.87249,11.058,34.930,17.431,15.028,21.085,30.233,11.839,20.350
1763337720000,2025.11.17 00:02,662525,1,1,3,-1,1,0,4093.53600,4098.22382,4092.41530,2.86571,30.101,18.000,1,0,0,0,0,0,0,1,0,0,price,84.38,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4096.26787,4094.79421,9.583,30.273,17.431,15.028,21.085,30.233,11.839,20.350
1763337780000,2025.11.17 00:03,662526,1,1,4,-1,1,0,4091.45300,4097.86322,4092.42691,2.98807,32.187,18.000,1,0,0,0,0,0,0,1,0,0,price,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4096.19199,4094.76853,9.766,26.237,17.431,15.028,21.085,30.233,11.839,20.350
1763337840000,2025.11.17 00:04,662527,1,1,5,-1,1,0,4093.28700,4097.37013,4092.41682,3.05807,34.016,18.000,1,0,0,1,0,0,0,1,0,0,price,90.63,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4096.06035,4094.70087,8.464,22.831,19.856,13.024,27.435,30.233,11.839,20.350
1763337900000,2025.11.17 00:05,662528,1,1,6,-1,1,0,4091.60700,4097.05604,4092.42584,2.99164,35.651,18.000,1,0,0,1,0,0,0,1,0,0,price,87.50,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4095.98331,4094.67202,7.336,19.973,19.856,13.024,27.435,30.233,11.839,20.350
1763337960000,2025.11.17 00:06,662529,1,1,7,-1,1,0,4091.35400,4096.63688,4092.41735,2.81443,37.911,18.000,1,0,0,1,0,0,0,1,0,0,price,81.25,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4095.86175,4094.60946,6.358,20.470,19.856,13.024,27.435,30.233,11.839,20.350
1763338020000,2025.11.17 00:07,662530,1,1,8,-1,1,0,4090.37000,4096.23051,4092.40633,3.02821,42.024,18.000,1,0,0,1,0,0,0,1,0,0,price,81.25,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,4095.73653,4094.54303,5.510,29.757,19.856,13.024,27.435,30.233,11.839,20.350
